Athlete,Date,Day.of.Week,RHR,HRV,Recovery,Sleep.Score,Hours.in.Bed,Hours.of.Sleep,Sleep.Need,Sleep.Efficiency....,Wake.Periods,Sleep.Disturbances,Latency..min.,Cycles,REM.Sleep..hours.,Deep.Sleep..hours.,Light.Sleep..hours.,Awake..hours.,Sleep.Debt..hours.,Sleep.Consistency,Respiratory.Rate,Total.Cycle.Sleep.Time..hours.,REM.Percentage,Deep.Sleep.Percentage,Restorative.Sleep..hours.,Restorative.Sleep....,RSI
Athlete 1 Bergdorf,1/19/2022,Wednesday,43.0,145.0,93.0,89.0,7.85,7.55,8.52,96.0,7.0,5.0,0.0,5.0,2.32,2.02,3.22,0.31,0.8,66.191482413221,12.2461,7.55,29.6,25.7,3.19,38.5,0.3862958598382702
Athlete 1 Bergdorf,01-02-2022,,59.68736299124407,84.14208357941925,59.46622097391017,76.40330866815644,7.780812700299569,6.890544973993993,8.908637441101536,88.8687628648553,14.156061555405719,11.623919101890536,2.8857493462405372,5.303373850233004,2.044592731862506,1.3724761050889913,3.4733559242306624,0.8973299539689945,0.9816459755699727,62.36505794680755,16.465772932735938,7.179415273110671,26.371141871746303,17.792928037673686,3.415374172579128,44.14524201843213,0.3890604958738514
Athlete 1 Bergdorf,1/20/2022,,59.68736299124407,84.14208357941925,59.46622097391017,76.40330866815644,7.780812700299569,6.890544973993993,8.908637441101536,88.8687628648553,14.156061555405719,11.623919101890536,2.8857493462405372,5.303373850233004,2.044592731862506,1.3724761050889913,3.4733559242306624,0.8973299539689945,0.9816459755699727,62.36505794680755,16.465772932735938,7.179415273110671,26.371141871746303,17.792928037673686,3.415374172579128,44.14524201843213,0.3890604958738514
Athlete 1 Bergdorf,1/21/2022,,59.68736299124407,84.14208357941925,59.46622097391017,76.40330866815644,7.780812700299569,6.890544973993993,8.908637441101536,88.8687628648553,14.156061555405719,11.623919101890536,2.8857493462405372,5.303373850233004,2.044592731862506,1.3724761050889913,3.4733559242306624,0.8973299539689945,0.9816459755699727,62.36505794680755,16.465772932735938,7.179415273110671,26.371141871746303,17.792928037673686,3.415374172579128,44.14524201843213,0.3890604958738514
Athlete 1 Bergdorf,1/22/2022,,59.68736299124407,84.14208357941925,59.46622097391017,76.40330866815644,7.780812700299569,6.890544973993993,8.908637441101536,88.8687628648553,14.156061555405719,11.623919101890536,2.8857493462405372,5.303373850233004,2.044592731862506,1.3724761050889913,3.4733559242306624,0.8973299539689945,0.9816459755699727,62.36505794680755,16.465772932735938,7.179415273110671,26.371141871746303,17.792928037673686,3.415374172579128,44.14524201843213,0.3890604958738514
Athlete 1 Bergdorf,1/23/2022,,59.68736299124407,84.14208357941925,59.46622097391017,76.40330866815644,7.780812700299569,6.890544973993993,8.908637441101536,88.8687628648553,14.156061555405719,11.623919101890536,2.8857493462405372,5.303373850233004,2.044592731862506,1.3724761050889913,3.4733559242306624,0.8973299539689945,0.9816459755699727,62.36505794680755,16.465772932735938,7.179415273110671,26.371141871746303,17.792928037673686,3.415374172579128,44.14524201843213,0.3890604958738514
Athlete 1 Bergdorf,1/24/2022,,59.68736299124407,84.14208357941925,59.46622097391017,76.40330866815644,7.780812700299569,6.890544973993993,8.908637441101536,88.8687628648553,14.156061555405719,11.623919101890536,2.8857493462405372,5.303373850233004,2.044592731862506,1.3724761050889913,3.4733559242306624,0.8973299539689945,0.9816459755699727,62.36505794680755,16.465772932735938,7.179415273110671,26.371141871746303,17.792928037673686,3.415374172579128,44.14524201843213,0.3890604958738514
Athlete 1 Bergdorf,1/25/2022,,59.68736299124407,84.14208357941925,59.46622097391017,76.40330866815644,7.780812700299569,6.890544973993993,8.908637441101536,88.8687628648553,14.156061555405719,11.623919101890536,2.8857493462405372,5.303373850233004,2.044592731862506,1.3724761050889913,3.4733559242306624,0.8973299539689945,0.9816459755699727,62.36505794680755,16.465772932735938,7.179415273110671,26.371141871746303,17.792928037673686,3.415374172579128,44.14524201843213,0.3890604958738514
Athlete 1 Bergdorf,1/26/2022,,59.68736299124407,84.14208357941925,59.46622097391017,76.40330866815644,7.780812700299569,6.890544973993993,8.908637441101536,88.8687628648553,14.156061555405719,11.623919101890536,2.8857493462405372,5.303373850233004,2.044592731862506,1.3724761050889913,3.4733559242306624,0.8973299539689945,0.9816459755699727,62.36505794680755,16.465772932735938,7.179415273110671,26.371141871746303,17.792928037673686,3.415374172579128,44.14524201843213,0.3890604958738514
Athlete 1 Bergdorf,1/27/2022,,59.68736299124407,84.14208357941925,59.46622097391017,76.40330866815644,7.780812700299569,6.890544973993993,8.908637441101536,88.8687628648553,14.156061555405719,11.623919101890536,2.8857493462405372,5.303373850233004,2.044592731862506,1.3724761050889913,3.4733559242306624,0.8973299539689945,0.9816459755699727,62.36505794680755,16.465772932735938,7.179415273110671,26.371141871746303,17.792928037673686,3.415374172579128,44.14524201843213,0.3890604958738514
Athlete 1 Bergdorf,1/28/2022,,59.68736299124407,84.14208357941925,59.46622097391017,76.40330866815644,7.780812700299569,6.890544973993993,8.908637441101536,88.8687628648553,14.156061555405719,11.623919101890536,2.8857493462405372,5.303373850233004,2.044592731862506,1.3724761050889913,3.4733559242306624,0.8973299539689945,0.9816459755699727,62.36505794680755,16.465772932735938,7.179415273110671,26.371141871746303,17.792928037673686,3.415374172579128,44.14524201843213,0.3890604958738514
Athlete 1 Bergdorf,1/29/2022,,59.68736299124407,84.14208357941925,59.46622097391017,76.40330866815644,7.780812700299569,6.890544973993993,8.908637441101536,88.8687628648553,14.156061555405719,11.623919101890536,2.8857493462405372,5.303373850233004,2.044592731862506,1.3724761050889913,3.4733559242306624,0.8973299539689945,0.9816459755699727,62.36505794680755,16.465772932735938,7.179415273110671,26.371141871746303,17.792928037673686,3.415374172579128,44.14524201843213,0.3890604958738514
Athlete 1 Bergdorf,01-03-2022,,59.68736299124407,84.14208357941925,59.46622097391017,76.40330866815644,7.780812700299569,6.890544973993993,8.908637441101536,88.8687628648553,14.156061555405719,11.623919101890536,2.8857493462405372,5.303373850233004,2.044592731862506,1.3724761050889913,3.4733559242306624,0.8973299539689945,0.9816459755699727,62.36505794680755,16.465772932735938,7.179415273110671,26.371141871746303,17.792928037673686,3.415374172579128,44.14524201843213,0.3890604958738514
Athlete 1 Bergdorf,1/30/2022,,59.68736299124407,84.14208357941925,59.46622097391017,76.40330866815644,7.780812700299569,6.890544973993993,8.908637441101536,88.8687628648553,14.156061555405719,11.623919101890536,2.8857493462405372,5.303373850233004,2.044592731862506,1.3724761050889913,3.4733559242306624,0.8973299539689945,0.9816459755699727,62.36505794680755,16.465772932735938,7.179415273110671,26.371141871746303,17.792928037673686,3.415374172579128,44.14524201843213,0.3890604958738514
Athlete 1 Bergdorf,1/31/2022,Monday,44.0,125.0,59.0,66.0,6.34,6.0,9.12,95.0,4.0,3.0,2.39,4.0,1.6,1.22,3.18,0.35,1.39,30.438173033976256,12.4219,6.0,21.5,11.2,1.96,32.7,0.3
Athlete 1 Bergdorf,01-04-2022,,59.68736299124407,84.14208357941925,59.46622097391017,76.40330866815644,7.780812700299569,6.890544973993993,8.908637441101536,88.8687628648553,14.156061555405719,11.623919101890536,2.8857493462405372,5.303373850233004,2.044592731862506,1.3724761050889913,3.4733559242306624,0.8973299539689945,0.9816459755699727,62.36505794680755,16.465772932735938,7.179415273110671,26.371141871746303,17.792928037673686,3.415374172579128,44.14524201843213,0.3890604958738514
Athlete 1 Bergdorf,01-05-2022,,59.68736299124407,84.14208357941925,59.46622097391017,76.40330866815644,7.780812700299569,6.890544973993993,8.908637441101536,88.8687628648553,14.156061555405719,11.623919101890536,2.8857493462405372,5.303373850233004,2.044592731862506,1.3724761050889913,3.4733559242306624,0.8973299539689945,0.9816459755699727,62.36505794680755,16.465772932735938,7.179415273110671,26.371141871746303,17.792928037673686,3.415374172579128,44.14524201843213,0.3890604958738514
Athlete 1 Bergdorf,01-06-2022,,59.68736299124407,84.14208357941925,59.46622097391017,76.40330866815644,7.780812700299569,6.890544973993993,8.908637441101536,88.8687628648553,14.156061555405719,11.623919101890536,2.8857493462405372,5.303373850233004,2.044592731862506,1.3724761050889913,3.4733559242306624,0.8973299539689945,0.9816459755699727,62.36505794680755,16.465772932735938,7.179415273110671,26.371141871746303,17.792928037673686,3.415374172579128,44.14524201843213,0.3890604958738514
Athlete 1 Bergdorf,01-07-2022,,59.68736299124407,84.14208357941925,59.46622097391017,76.40330866815644,7.780812700299569,6.890544973993993,8.908637441101536,88.8687628648553,14.156061555405719,11.623919101890536,2.8857493462405372,5.303373850233004,2.044592731862506,1.3724761050889913,3.4733559242306624,0.8973299539689945,0.9816459755699727,62.36505794680755,16.465772932735938,7.179415273110671,26.371141871746303,17.792928037673686,3.415374172579128,44.14524201843213,0.3890604958738514
Athlete 1 Bergdorf,01-08-2022,,59.68736299124407,84.14208357941925,59.46622097391017,76.40330866815644,7.780812700299569,6.890544973993993,8.908637441101536,88.8687628648553,14.156061555405719,11.623919101890536,2.8857493462405372,5.303373850233004,2.044592731862506,1.3724761050889913,3.4733559242306624,0.8973299539689945,0.9816459755699727,62.36505794680755,16.465772932735938,7.179415273110671,26.371141871746303,17.792928037673686,3.415374172579128,44.14524201843213,0.3890604958738514
Athlete 1 Bergdorf,01-09-2022,,59.68736299124407,84.14208357941925,59.46622097391017,76.40330866815644,7.780812700299569,6.890544973993993,8.908637441101536,88.8687628648553,14.156061555405719,11.623919101890536,2.8857493462405372,5.303373850233004,2.044592731862506,1.3724761050889913,3.4733559242306624,0.8973299539689945,0.9816459755699727,62.36505794680755,16.465772932735938,7.179415273110671,26.371141871746303,17.792928037673686,3.415374172579128,44.14524201843213,0.3890604958738514
Athlete 1 Bergdorf,10-01-2021,Friday,46.0,136.0,71.0,73.0,6.7,6.38,8.74,95.0,9.710373961085432,9.0,0.0,3.0,2.48,2.11,1.78,0.33,0.25,74.0,11.543,6.38,37.0,31.5,0.0,0.0,0.3982452728172318
Athlete 1 Bergdorf,10-10-2021,Sunday,61.0,79.0,27.0,58.0,6.15,5.68,9.76,92.0,8.0,7.0,0.0,4.0,2.24,1.87,1.56,0.48,1.24,57.0,12.3047,5.68,36.4,30.4,4.78,44.3,0.33462729747122066
Athlete 1 Bergdorf,10-11-2021,Monday,41.0,137.0,85.0,67.0,6.72,6.33,9.49,94.0,8.0,7.0,0.0,4.0,2.17,1.63,2.53,0.4,1.63,73.0,12.3779,6.33,32.3,24.3,3.94,56.7,0.27
Athlete 1 Bergdorf,10-12-2021,Tuesday,41.0,142.0,87.0,66.0,7.16,6.38,9.62,89.0,9.0,5.0,0.0,5.0,2.08,2.37,1.93,0.79,1.28,77.0,11.8359,6.38,29.1,33.1,4.9,44.0,0.4257737544168717
Athlete 1 Bergdorf,10/13/2021,Wednesday,43.0,114.0,60.0,68.0,6.98,6.59,9.66,94.0,10.264652215957152,9.0,1.91,3.0,1.41,1.31,3.88,0.39,1.32,82.0,12.1289,6.59,20.2,18.8,4.5,51.3,0.4276282869621741
Athlete 1 Bergdorf,10/14/2021,Thursday,48.0,119.0,65.0,75.0,7.88,7.44,9.87,94.0,4.0,1.0,1.43,6.0,2.63,1.57,3.24,0.45,1.24,82.0,12.0312,7.44,33.4,19.9,2.51,31.4,0.4326995854733853
Athlete 1 Bergdorf,10/15/2021,Friday,42.0,149.0,90.0,71.0,7.19,6.52,9.24,91.0,9.0,8.0,12.55,4.0,2.32,1.49,2.71,0.68,0.97,81.0,12.4219,6.52,32.3,20.7,3.27,47.0,0.44537693589960636
Athlete 1 Bergdorf,10/16/2021,Saturday,58.0,80.0,25.0,73.0,9.49,7.19,9.85,76.0,8.0,3.0,0.0,6.0,2.48,1.7,3.01,2.31,1.12,75.0,13.2324,7.19,26.1,17.9,2.92,63.1,0.3899843883650349
Athlete 1 Bergdorf,10/17/2021,Sunday,44.0,155.0,81.0,54.0,7.03,5.08,9.36,72.0,6.0,4.0,7.69,3.0,0.85,1.28,2.95,1.96,1.04,74.0,12.3047,5.08,12.1,18.2,4.45,62.2,0.4375447311808634
Athlete 1 Bergdorf,10/18/2021,Monday,47.0,160.0,64.0,27.0,3.28,2.72,10.23,83.0,4.0,3.0,5.32,3.0,0.66,0.56,1.5,0.56,1.78,81.0,12.7148,2.72,20.1,17.1,4.89,61.0,0.4520657684874759
Athlete 1 Bergdorf,10/19/2021,Tuesday,41.0,119.0,71.0,77.0,8.66,8.12,10.61,94.0,11.0,8.0,0.0,8.0,2.16,1.73,4.24,0.55,2.82,43.0,13.1543,8.12,24.9,20.0,4.31,52.0,0.3487796296677129
Athlete 1 Bergdorf,10-02-2021,Saturday,50.0,135.0,73.0,90.0,8.91,8.0,8.85,90.0,10.0,6.0,1.91,7.0,3.24,2.55,2.21,0.93,1.04,73.0,11.7065,8.0,36.4,28.6,2.65,32.7,0.3768094292017586
Athlete 1 Bergdorf,10/20/2021,Wednesday,40.0,98.0,37.0,39.0,4.12,3.46,8.94,84.0,5.0,2.0,2.39,3.0,0.83,0.94,1.7,0.66,1.14,47.0,12.6636,3.46,20.1,22.8,5.37,56.5,0.3761055972468757
Athlete 1 Bergdorf,10/21/2021,Thursday,39.0,101.0,54.0,100.0,9.07,8.5,5.53,94.0,13.133743300073453,11.0,9.15,7.0,1.94,2.28,4.28,0.58,2.36,55.0,12.3633,13.15,21.4,25.1,4.51,53.2,0.31980668411450386
Athlete 1 Bergdorf,10/22/2021,Friday,43.0,135.0,74.0,55.0,5.01,4.66,8.51,93.0,10.18253747141879,9.0,3.89,5.0,1.59,0.83,2.24,0.36,0.0,58.0,12.832,4.66,31.7,16.6,4.23,38.3,0.41405936639773894
Athlete 1 Bergdorf,10/23/2021,Saturday,55.0,105.0,53.0,70.0,6.57,6.16,8.79,94.0,13.21498528485558,12.0,0.0,4.0,2.17,1.74,2.25,0.42,1.74,52.0,12.8906,7.55,33.0,26.5,2.4,26.5,0.3400099624231387
Athlete 1 Bergdorf,10/24/2021,Sunday,55.0,80.0,31.0,68.0,7.12,6.52,9.55,92.0,4.0,2.0,7.19,2.0,1.7,1.59,3.22,0.61,1.49,58.0,12.5977,6.52,23.9,22.3,3.29,46.2,0.3418340207573583
Athlete 1 Bergdorf,10/25/2021,Monday,40.0,121.0,76.0,98.0,7.01,6.78,6.89,97.0,4.0,3.0,2.88,6.0,0.76,1.66,4.36,0.24,1.59,49.0,12.5098,9.28,10.8,23.7,2.75,44.1,0.3221386929166112
Athlete 1 Bergdorf,10/26/2021,Tuesday,45.0,131.0,81.0,78.0,5.31,5.06,6.46,95.0,8.401996463794543,7.0,0.0,4.0,0.89,1.64,2.53,0.25,0.1,52.0,12.1875,6.66,16.8,30.9,3.21,36.3,0.33911419297110657
Athlete 1 Bergdorf,10/27/2021,Wednesday,63.0,56.0,17.0,85.0,7.31,6.96,8.14,95.0,6.0,4.0,0.0,6.0,2.68,1.94,2.34,0.36,1.09,58.0,12.7344,7.92,36.7,26.5,3.98,55.5,0.30980410121103535
Athlete 1 Bergdorf,10/28/2021,Thursday,50.0,152.0,94.0,92.0,6.84,6.56,7.1,96.0,7.0,6.0,1.92,6.0,2.03,1.48,3.05,0.29,0.75,40.0,11.8652,8.07,29.7,21.6,1.97,36.3,0.31869345272552807
Athlete 1 Bergdorf,10/29/2021,Friday,67.0,62.0,17.0,49.0,4.6,4.22,8.61,92.0,6.0,5.0,0.0,2.0,1.53,1.14,1.55,0.38,0.4,49.0,12.7148,4.22,33.3,24.8,3.74,40.7,0.3298235950946793
Athlete 1 Bergdorf,10-03-2021,Sunday,46.0,136.0,78.0,100.0,9.12,8.53,8.3,94.0,12.0,11.0,0.0,6.0,2.37,2.76,3.4,0.59,0.5,78.0,12.1914,8.53,26.0,30.3,3.48,52.5,0.36351724292822984
Athlete 1 Bergdorf,10/30/2021,Saturday,56.0,119.0,66.0,76.0,8.1,7.6,9.98,94.0,6.0,4.0,0.0,6.0,1.42,1.36,4.82,0.51,1.97,60.0,11.8652,7.6,17.5,16.8,3.72,39.7,0.360848322201338
Athlete 1 Bergdorf,10/31/2021,Sunday,61.0,97.0,48.0,90.0,9.3,8.18,9.12,88.0,15.0,12.0,0.0,5.0,2.76,1.32,4.11,1.13,1.19,60.0,11.8359,8.18,29.7,14.2,2.68,37.0,0.3512845638802934
Athlete 1 Bergdorf,10-04-2021,Monday,46.0,129.0,67.0,99.0,8.85,7.81,7.87,88.0,17.0,16.0,13.04,5.0,2.37,2.05,3.38,1.05,0.0,72.0,12.5391,7.81,26.8,23.2,4.53,61.5,0.35585669495724026
Athlete 1 Bergdorf,10-05-2021,Tuesday,46.0,124.0,58.0,85.0,7.4,6.78,7.97,92.0,13.0,12.0,5.29,6.0,2.15,1.83,2.81,0.63,0.05,74.0,12.1289,6.78,29.1,24.7,4.33,55.6,0.36932644049555663
Athlete 1 Bergdorf,10-06-2021,Wednesday,42.0,111.0,52.0,100.0,10.78,9.36,8.53,87.0,15.0,10.0,0.0,7.0,2.13,2.65,4.58,1.43,0.58,71.0,13.0664,9.36,19.8,24.6,6.97,64.5,0.3489791475094772
Athlete 1 Bergdorf,10-07-2021,Thursday,43.0,116.0,58.0,100.0,9.16,8.36,7.86,91.0,20.0,19.0,4.31,9.0,2.13,2.22,4.01,0.81,0.0,77.0,12.2461,8.36,23.3,24.2,2.41,45.7,0.36753996037465336
Athlete 1 Bergdorf,10-08-2021,Friday,44.0,120.0,64.0,93.0,8.32,7.69,8.3,92.0,11.0,8.0,0.0,7.0,2.34,2.02,3.33,0.64,0.0,74.0,12.5977,7.69,28.1,24.3,2.08,35.7,0.3836666216664507
Athlete 1 Bergdorf,10-09-2021,Saturday,42.0,127.0,76.0,68.0,6.21,5.71,8.36,92.0,8.0,6.0,7.21,2.0,1.5,1.45,2.76,0.5,0.27,82.0,11.543,5.71,24.2,23.3,2.9,36.6,0.44111700438330415
Athlete 1 Bergdorf,11-01-2021,Monday,72.0,44.0,11.0,81.0,7.41,6.07,7.47,82.0,13.0,7.0,1.91,6.0,2.54,1.04,2.49,1.35,0.5,54.0,13.125,7.01,34.3,14.0,2.82,33.3,0.3393882662158577
Athlete 1 Bergdorf,11-10-2021,Wednesday,50.0,140.0,79.0,100.0,10.66,9.52,8.74,89.0,18.0,13.0,2.87,11.0,2.61,2.35,4.57,1.16,0.94,46.0,12.1875,9.52,24.5,22.0,2.93,40.1,0.30962070742677056
Athlete 1 Bergdorf,11-11-2021,Thursday,70.0,59.0,24.0,100.0,8.36,7.14,6.45,85.0,18.0,11.0,0.96,4.0,1.22,1.85,4.07,1.23,0.0,55.0,12.8955,8.5,14.6,22.1,3.67,45.9,0.28317134913677694
Athlete 1 Bergdorf,11-12-2021,Friday,46.0,163.0,84.0,76.0,6.73,6.2,8.14,92.0,7.0,4.0,4.31,3.0,1.84,0.98,3.38,0.53,0.0,74.0,11.9165,6.2,27.3,14.6,4.62,44.9,0.40936214737295007
Athlete 1 Bergdorf,11/13/2021,,59.68736299124407,84.14208357941925,59.46622097391017,76.40330866815644,7.780812700299569,6.890544973993993,8.908637441101536,88.8687628648553,14.156061555405719,11.623919101890536,2.8857493462405372,5.303373850233004,2.044592731862506,1.3724761050889913,3.4733559242306624,0.8973299539689945,0.9816459755699727,62.36505794680755,16.465772932735938,7.179415273110671,26.371141871746303,17.792928037673686,3.415374172579128,44.14524201843213,0.3890604958738514
Athlete 1 Bergdorf,11/14/2021,Sunday,46.0,144.0,92.0,100.0,10.69,9.16,9.11,86.0,11.0,6.0,2.88,11.0,3.22,1.9,4.04,1.55,1.19,63.0,12.627,9.16,30.1,17.8,3.86,53.5,0.38577861906844574
Athlete 1 Bergdorf,11/15/2021,Monday,43.0,140.0,88.0,89.0,7.37,7.06,7.94,96.0,6.0,5.0,0.0,4.0,1.49,1.47,4.1,0.32,0.0,62.0,12.2461,7.06,20.2,19.9,3.55,47.3,0.3754075890011437
Athlete 1 Bergdorf,11/16/2021,Tuesday,45.0,150.0,81.0,72.0,6.93,6.38,8.83,92.0,5.0,3.0,6.75,7.0,2.1,1.15,3.12,0.56,0.55,72.0,12.1289,6.38,30.3,16.6,2.06,33.5,0.42017609340089923
Athlete 1 Bergdorf,11/17/2021,Wednesday,49.0,141.0,78.0,100.0,10.82,10.09,9.61,93.0,11.0,8.0,12.99,11.0,3.61,2.66,3.82,0.74,1.08,69.0,12.3633,10.09,33.4,24.6,4.05,46.0,0.35226031165103255
Athlete 1 Bergdorf,11/18/2021,Thursday,52.0,133.0,69.0,77.0,7.18,6.72,8.69,94.0,9.0,8.0,0.0,4.0,1.5,1.98,3.25,0.46,0.0,65.0,11.6016,6.72,20.9,27.6,3.66,55.5,0.3439248620919011
Athlete 1 Bergdorf,11/19/2021,Friday,59.869080556201006,83.14456205950518,59.71237445236042,76.31364662196862,7.779568835288205,6.890474477604685,8.9088186560964,88.85408725652141,14.136418624768917,11.60086270584707,2.9853970036796085,5.344078812712788,2.0445721698903783,1.3724580476633685,3.473398674294782,0.8976072080301334,0.9722352262403859,61.810653361867026,16.484883395474117,7.17990931574543,24.46213228376412,17.086701300853825,2.49,33.5,0.3915357619361274
Athlete 1 Bergdorf,11-02-2021,Tuesday,77.0,29.0,1.0,14.0,1.29,1.21,8.85,93.0,3.2859988720786637,2.0,2.39,1.0,0.03,0.35,0.83,0.09,0.95,56.0,13.8037,1.21,2.3,27.1,3.93,44.3,0.3435707869473348
Athlete 1 Bergdorf,11/20/2021,Saturday,63.0,54.0,22.0,57.0,5.59,5.36,9.46,96.0,5.2819199679187685,4.0,2.87,4.0,2.15,0.96,2.25,0.23,0.89,56.0,12.2461,5.36,38.5,17.2,5.01,66.2,0.3647190940572873
Athlete 1 Bergdorf,11/21/2021,Sunday,52.0,132.0,82.0,82.0,7.3,7.24,8.79,99.0,3.045437900923167,2.0,0.0,4.0,1.23,1.7,4.31,0.07,1.66,44.0,11.3672,8.35,16.8,23.3,3.48,48.5,0.31354335487550755
Athlete 1 Bergdorf,11/22/2021,Monday,46.0,154.0,86.0,86.0,8.15,7.47,8.67,92.0,11.0,9.0,0.0,6.0,1.9,2.18,3.39,0.68,0.9,72.0,12.0117,7.47,23.3,26.7,3.14,50.5,0.29
Athlete 1 Bergdorf,11/23/2021,Tuesday,47.0,162.0,91.0,100.0,7.49,7.32,6.39,98.0,6.046674492523935,5.0,0.0,7.0,2.64,1.79,2.89,0.18,0.7,45.0,11.7188,10.12,35.2,23.9,2.5,29.7,0.3113311594030463
Athlete 1 Bergdorf,11/24/2021,Wednesday,49.0,125.0,63.0,70.0,6.21,5.84,8.3,94.0,10.23404936584274,9.0,3.83,4.0,1.57,1.13,3.14,0.38,0.0,67.0,11.9531,5.84,25.3,18.2,3.14,43.4,0.38624397952132616
Athlete 1 Bergdorf,11/25/2021,Thursday,52.0,132.0,68.0,79.0,7.53,7.18,9.12,95.0,7.0,6.0,0.0,7.0,2.7,1.29,3.19,0.35,1.16,56.0,12.1143,7.18,35.9,17.1,1.08,31.0,0.3645050236357773
